title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
伺服算法工程师,广州,电气设计工程师,本科,3-5年,"[""\u7535\u673a\u63a7\u5236""]","[15000, 30000]",13薪,"[""\u5e26\u85aa\u5e74\u5047\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e74\u7ec8\u5956\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u80a1\u7968\u671f\u6743\uff0c\u96f6\u98df\u4e0b\u5348\u8336""]",人力,何女士人力,0,匠芯创科,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20210224/9c8e952781740ab5841dbfd93f7e424f2248c8cc8b74e46d42d9c52cf1cd7e9b_s.jpg?x-oss-process=image/resize,w_100,limit_0",电子/半导体/集成电路,未融资,"[20, 99]",https://www.zhipin.com/job_detail/0b33ae189f3b903b1nF83du7FVRX.html?lid=5eppHSq1Y9q.search.289&securityId=V5vpLkL2lSFUA-91n4vQupAZN8qOg8mgEhU1pgtfq1oE-OzQgTMpYHpFWva8yMvEzGuuECF1sxYezO7b7OX0vRRaDnwO3oCZ0lMdi6bseBwMtApImg~~&sessionId=,https://www.zhipin.com/gongsi/c422689eca9147d61nB839m-Fg~~.html,黄埔区
光伏技术工程师,上海,电气设计工程师,本科,在校/应届,"[""\u5149\u4f0f""]","[9000, 12000]",13薪,"[""\u5e74\u7ec8\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u80a1\u7968\u671f\u6743\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5b9a\u671f\u4f53\u68c0""]",HR,孙先生HR,0,极熵数据,"https://c-res.zhipin.com/jrs/cb552cfbd45cd47e41c75978f043dfeb.jpg?x-oss-process=image/resize,w_100,limit_0",数据服务,C轮,"[100, 499]",https://www.zhipin.com/job_detail/6c7fd572701ff72d1XN_2t-0F1pW.html?lid=5eppHSq1Y9q.search.290&securityId=KEYCOrcPon3RY-J18Cj_4eNcuqEIYjxpSCr2J3Lm5QWRNANSbpUo0NavN8FdHvqghtaboVgci9UGti-LqHutGueu0ljPJBVlfzLQDf1SlakBxkL11Q~~&sessionId=,https://www.zhipin.com/gongsi/c422689eca9147d61nB839m-Fg~~.html,闵行区
售后技术工程师,深圳,电气设计工程师,中专/中技,1-3年,"[""\u673a\u68b0/\u673a\u7535\u8bbe\u5907""]","[6000, 10000]",13薪,"[""\u56e2\u5efa\u805a\u9910\uff0c\u5de5\u9f84\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5168\u52e4\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4e94\u9669\u4e00\u91d1""]",行政助理,王女士行政助理,0,辉熙,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230202/7bf6f160950405e9f4c37293d222ea588caf36d3388a98b3f51ee6155cca959dcb5504658bd76740.png?x-oss-process=image/resize,w_100,limit_0",医疗设备/器械,未融资,"[20, 99]",https://www.zhipin.com/job_detail/33186857b9bea06e1XJ-2dW4FFRW.html?lid=5eppHSq1Y9q.search.291&securityId=rbToVj6men8Hd-E1T0I3N-zhoN2qLrTFihsIfXczbj5JvrxJn7t0LwJktUtIMxSJXQDq7qajLJP18vbqq0qPyD9y6WXUoVL72ejKDqZCTmptUWkzpNc~&sessionId=,https://www.zhipin.com/gongsi/c422689eca9147d61nB839m-Fg~~.html,龙岗区
bms硬件工程师,深圳,电气设计工程师,大专,1-3年,"[""\u7535\u6c60/\u7535\u6e90\u7c7b\u4ea7\u54c1"", ""\u97f3\u89c6\u9891/\u663e\u793a\u7c7b\u4ea7\u54c1"", """", """"]","[12000, 20000]",0薪,"[""\u5e26\u85aa\u5e74\u5047\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e74\u7ec8\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u52a0\u73ed\u8865\u52a9""]",人事专员,魏女士人事专员,0,赛其创新,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190326/02e6752b3bcd439e03bff91687407e406a56d9c06faaf57f6df66cccf3e71299_s.jpg?x-oss-process=image/resize,w_100,limit_0",电子/半导体/集成电路,D轮及以上,"[0, 10000]",https://www.zhipin.com/job_detail/d7e7bb02f6c633871XN-2tm0ElZQ.html?lid=5eppHSq1Y9q.search.292&securityId=yrq8VUJmKuXbG-g1Vrk-CphkXHe7puYIRtjo03-9GtYucJm84mOjpzRP_vJP0ojtfAn8z_-7-emrN8JXny_OpR3hBGi7XqZc3fAqnEev2Ue8drwsggk~&sessionId=,https://www.zhipin.com/gongsi/c422689eca9147d61nB839m-Fg~~.html,龙华区
机器人机械结构工程师,佛山,电气设计工程师,本科,3-5年,"[""\u6750\u6599""]","[15000, 30000]",15薪,无,高级招聘经理,孔女士高级招聘经理,0,凤巢房地产开发,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",房地产开发,未融资,"[100, 499]",https://www.zhipin.com/job_detail/f0636ce00444006a03d42dS8EVI~.html?lid=5eppHSq1Y9q.search.293&securityId=_OTzbVGMyLiqy-c18mHGhzm47ZCHZhXK_g-xcmNN8M3zVzX3buCUB-U6LQ3zoqxF8I-CXXlJVCJga_flrhN9gHJSMrQpDXGztE7IuTUWxEy7s3AE&sessionId=,https://www.zhipin.com/gongsi/c422689eca9147d61nB839m-Fg~~.html,顺德区
机械工程师 (MJ000651),南京,电气设计工程师,大专,3-5年,"[""\u673a\u5668\u4eba"", ""\u81ea\u52a8\u5316"", ""SolidWorks"", ""AutoCAD"", ""UG"", ""\u94a3\u91d1\u81ea\u52a8\u5316"", """"]","[11000, 15000]",13薪,"[""\u4ea4\u901a\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u9910\u8865""]",HRBP,马女士HRBP,0,埃斯顿自动化,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180409/a2adbc2d6cbcb6b0700877411e6cb47ecfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",仪器仪表/工业自动化,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/0b30dd9ee39680b51XN-3dq1FlpT.html?lid=5eppHSq1Y9q.search.294&securityId=NREeZBr4YQaNO-h1-mDqCLiEeEnvfHEU4FgDe1tgra3_oa6Jr9cKbWrEpQI-EKL4I5xyC1qWphjeEeABWNowtZo7RL8cU0hgvA9mJ1n2qj0Flmtg134~&sessionId=,https://www.zhipin.com/gongsi/c422689eca9147d61nB839m-Fg~~.html,江宁区
半导体设备工程师（青岛）,青岛,电气设计工程师,本科,1-3年,"[""\u534a\u5bfc\u4f53\u8bbe\u5907"", ""\u552e\u524d\u552e\u540e""]","[8000, 13000]",0薪,无,招聘专员,尹女士招聘专员,0,华海清科,"https://c-res.zhipin.com/jrs/2_7a35fb1c623eacabcec2e4d18c6bba73.jpg?x-oss-process=image/resize,w_100,limit_0",电子/半导体/集成电路,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/0d69c061304e36861XZ83Ni7GFFX.html?lid=5eppHSq1Y9q.search.295&securityId=rXeta68jkHLtx-y1gGbtZdRqiTNwNE0E4ZHuYthOhOCz27XKlOa7iXa60pvy8kMEyvEoXDY7zUs9dkoWQk23lJwma9upD6VGvr7nxtyi9iSa7Z948wg6ijjacSzCF-rLARSF7OoYGLk4NHInRQdsGg~~&sessionId=,https://www.zhipin.com/gongsi/c422689eca9147d61nB839m-Fg~~.html,黄岛区
工艺工程师(新能源/PACK),武汉,电气设计工程师,本科,3-5年,"[""\u6c7d\u8f66\u5236\u9020"", ""\u5de5\u827a\u6d41\u7a0b\u8bbe\u8ba1"", ""AutoCAD"", ""Pro/E"", ""UG""]","[15000, 30000]",13薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8282\u65e5\u798f\u5229""]",招募主管,王女士招募主管,0,富士康科技工业园,"https://img.bosszhipin.com/beijin/upload/com/logo/20190625/6c0ca2685d7dad657c88098c169a543d7b5d753eb4648f1a1c81710062b14a7f.png?x-oss-process=image/resize,w_100,limit_0",电子/半导体/集成电路,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/5333bc6eb9c999401Xdy3tm5ElZX.html?lid=5eppHSq1Y9q.search.296&securityId=ao-GN2Xd4sxBZ-l1aowie-qKmlGXX13uai5v3EF8encOpaCM7550xJLuEqRuQlVw3HnQNkhbCxlSqt6AzGGOxCI6Be0S5tqmwGqdwXhyHDsSAtRutA~~&sessionId=,https://www.zhipin.com/gongsi/c422689eca9147d61nB839m-Fg~~.html,江夏区
专利工程师（自动化方向）,湖州,电气设计工程师,本科,经验不限,"[""Python"", ""CAD"", ""PLC\u7f16\u7a0b""]","[13000, 20000]",0薪,"[""\u5e74\u7ec8\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5a5a\u751f\u798f\u5229""]",招聘专员,卓女士招聘专员,0,兆弟,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190305/68a11badfec21c1fc9da0d7bf09b194856e4f8fdb416d5b05834b7d391f2d1cf.jpg?x-oss-process=image/resize,w_100,limit_0",建材,未融资,"[1000, 9999]",https://www.zhipin.com/job_detail/713a75a23481d8631XN40921F1JQ.html?lid=5eppHSq1Y9q.search.297&securityId=jLzpikWs6PXgu-l1vpnc0mkl3HXAKmta2RCdt7SIR9V1dO7lmHqaUcmFqLQza3ARRJQnqVS0mpncaRYc2hwbcXveL9xVAL-pYrO8Id7xNqfwHAOs9A~~&sessionId=,https://www.zhipin.com/gongsi/c422689eca9147d61nB839m-Fg~~.html,南浔区
嵌入式工程师（ARM/MCU）,南阳,电气设计工程师,大专,3-5年,"[""C"", ""C++"", ""STM32\u5f00\u53d1"", ""\u5d4c\u5165\u5f0f"", ""\u5355\u7247\u673a"", ""\u7269\u8054\u7f51""]","[20000, 35000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u5b9a\u671f\u56e2\u5efa\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u516d\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u80a1\u7968\u671f\u6743""]",嵌入式开发工程师,胡先生嵌入式开发工程师,0,牧原食品股份有限公司,"https://img.bosszhipin.com/beijin/mcs/bar/20200403/a80da93109db98f86f7565c07d7cc71ebe1bd4a3bd2a63f070bdbdada9aad826.png?x-oss-process=image/resize,w_100,limit_0",农/林/牧/渔,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/2490c1255188dd9d1XJ-3N60GFNX.html?lid=5eppHSq1Y9q.search.298&securityId=8DPaFyV2uaRaM-d1wR8-yq141B6fwVBz-lwsxIqPwjZMa8s3yjeEjc1Qnp0GQ2Wy8HWv03TZ_-c4D-X6sC9n7JxdlcRImlDkastj9J4fIbocFbxRyQ~~&sessionId=,https://www.zhipin.com/gongsi/c422689eca9147d61nB839m-Fg~~.html,
软件开发高级主任工程师,咸阳,电气设计工程师,本科,10年以上,"[""C++"", ""Qt\u9879\u76ee\u5f00\u53d1\u7ecf\u9a8c""]","[22000, 30000]",0薪,"[""\u5b9a\u671f\u4f53\u68c0\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5168\u52e4\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u80a1\u7968\u671f\u6743\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u9910\u8865\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u52a0\u73ed\u8865\u52a9""]",人力资源部招聘经理,张先生人力资源部招聘经理,0,隆基绿能科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220523/7bf6f160950405e9033b9fb26cc67cf4f78dc8355d1db159ddb6fe9d53afa76f97c9e3e167586845.jpg?x-oss-process=image/resize,w_100,limit_0",新能源,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/aeaa1810a32ddd8e1XB_2tW_FlZX.html?lid=5eppHSq1Y9q.search.299&securityId=PcdY3jRJOn1mZ-z1cAkX5I6XSol3HFHJMd_-ewxayigAEulKfO4e23zdZQ4ffD7UwFvY8fY8BD0PmKBVILk8ODZKHFoGlgSNzderhH6l6qlLFeFln0Q9&sessionId=,https://www.zhipin.com/gongsi/c422689eca9147d61nB839m-Fg~~.html,
电能质量分析仪研发工程师,广州,电气设计工程师,本科,3-5年,"[""C++"", ""Linux""]","[11000, 20000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u9910\u8865""]",HR,王女士HR,0,高谱技术,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20200730/7dcdf90cff976408dc54c06c89f85655d1d57b1b217776e11607bf93429f552d_s.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[100, 499]",https://www.zhipin.com/job_detail/abe3dba9e71cede81XB_09-0ElZQ.html?lid=5eppHSq1Y9q.search.300&securityId=8KTHonogkcrcQ--1VCe-zHWRqkzm1QhqeVw6N5sdhwXxbrs3XC-2XAe3Im7HO7HUCC_IlhIaU_AEkC5esfjSijj_aGIgvBkXrjhujM0ynFXqUHKhAQ~~&sessionId=,https://www.zhipin.com/gongsi/c422689eca9147d61nB839m-Fg~~.html,黄埔区
